sk,id_natural,regional,dt_inicio,dt_fim,flag_atual
1063,FIGUEIROPOLIS DOESTE,SPRF-MT,2026-01-01,,True
1064,PEDRO OSORIO,SPRF-RS,2026-01-01,,True
1065,JOSE BONIFACIO,SPRF-SP,2026-01-01,,True
1066,BARRA DO RIBEIRO,SPRF-RS,2026-01-01,,True
1067,CANUDOS,SPRF-BA,2026-01-01,,True
1068,ABADIANIA,SPRF-GO,2026-01-01,,True
1069,SAO JOSE DO CEDRO,SPRF-SC,2026-01-01,,True
1070,HUMAITA,SPRF-AM,2026-01-01,,True
1071,BOM JESUS DO TOCANTINS,SPRF-PA,2026-01-01,,True
1072,ALVORADA,SPRF-TO,2026-01-01,,True
1073,IRAI,SPRF-RS,2026-01-01,,True
1074,SANTO ANTONIO DO DESCOBERTO,SPRF-DF,2026-01-01,,True
1075,IGARATINGA,SPRF-MG,2026-01-01,,True
1076,MARUIM,SPRF-SE,2026-01-01,,True
1077,CACHOEIRINHA,SPRF-TO,2026-01-01,2026-06-26,False
1078,ALVORADA DO GURGUEIA,SPRF-PI,2026-01-01,,True
1079,CAROLINA,SPRF-MA,2026-01-01,,True
1080,MIRANDA DO NORTE,SPRF-MA,2026-01-01,,True
1081,CHUI,SPRF-RS,2026-01-01,,True
1082,MIRASSOL DOESTE,SPRF-MT,2026-01-01,,True
1083,JUNQUEIRO,SPRF-AL,2026-01-01,,True
1084,GARANHUNS,SPRF-PE,2026-01-01,,True
1085,GUARARA,SPRF-MG,2026-01-01,,True
1086,SAO LOURENCO DA MATA,SPRF-PE,2026-01-01,,True
1087,PANELAS,SPRF-PE,2026-01-01,,True
1088,NOVA ERECHIM,SPRF-SC,2026-01-01,,True
1089,AQUIRAZ,SPRF-CE,2026-01-01,,True
1090,JANDAIA DO SUL,SPRF-PR,2026-01-01,,True
1091,BELO HORIZONTE,SPRF-MG,2026-01-01,,True
1092,SANTO ANTONIO DO PLANALTO,SPRF-RS,2026-01-01,,True
1093,MONTES CLAROS DE GOIAS,SPRF-GO,2026-01-01,,True
1094,CANGUCU,SPRF-RS,2026-01-01,,True
1095,SANTA VITORIA DO PALMAR,SPRF-RS,2026-01-01,,True
1096,PONTE ALTA DO NORTE,SPRF-SC,2026-01-01,,True
1097,PENAFORTE,SPRF-CE,2026-01-01,,True
1098,PASSO DE TORRES,SPRF-SC,2026-01-01,2026-06-26,False
1099,JUCURUTU,SPRF-RN,2026-01-01,,True
1100,MURICI,SPRF-AL,2026-01-01,,True
1101,HIDROLINA,SPRF-GO,2026-01-01,,True
1102,NOVA FATIMA,SPRF-BA,2026-01-01,,True
1103,PERITORO,SPRF-MA,2026-01-01,,True
1104,GAMELEIRA,SPRF-PE,2026-01-01,,True
1105,SAO MARCOS,SPRF-RS,2026-01-01,,True
1106,FORQUILHA,SPRF-CE,2026-01-01,,True
1107,INHUMA,SPRF-PI,2026-01-01,,True
1108,CEZARINA,SPRF-GO,2026-01-01,,True
1109,CONCEICAO DA FEIRA,SPRF-BA,2026-01-01,,True
1110,CACHOEIRA DO PIRIA,SPRF-PA,2026-01-01,,True
1111,JARAGUA DO SUL,SPRF-SC,2026-01-01,,True
1112,ULIANOPOLIS,SPRF-PA,2026-01-01,,True
1113,SENA MADUREIRA,SPRF-AC,2026-01-01,,True
1114,BARRA DE SANTA ROSA,SPRF-PB,2026-01-01,,True
1115,MAURILANDIA,SPRF-GO,2026-01-01,,True
1116,SALVADOR DO SUL,SPRF-RS,2026-01-01,,True
1117,ELESBAO VELOSO,SPRF-PI,2026-01-01,,True
1118,FLORES DE GOIAS,SPRF-DF,2026-01-01,,True
1119,VALENCA DO PIAUI,SPRF-PI,2026-01-01,,True
1120,NAZARE DO PIAUI,SPRF-PI,2026-01-01,,True
1121,CERRITO,SPRF-RS,2026-01-01,,True
1122,BOZANO,SPRF-RS,2026-01-01,,True
1123,LAJEADO,SPRF-RS,2026-01-01,,True
1124,RIBEIRAO DO SUL,SPRF-SP,2026-01-01,,True
1125,SOUSA,SPRF-PB,2026-01-01,,True
1126,TRINDADE,SPRF-GO,2026-01-01,,True
1127,BARRO ALTO,SPRF-GO,2026-01-01,,True
1128,TABAI,SPRF-RS,2026-01-01,,True
1129,PANAMBI,SPRF-RS,2026-01-01,,True
1130,NORMANDIA,SPRF-RR,2026-01-01,,True
1131,ALMINO AFONSO,SPRF-RN,2026-01-01,,True
1132,MARCOLANDIA,SPRF-PI,2026-01-01,,True
1133,GUARANI DE GOIAS,SPRF-DF,2026-01-01,,True
1134,LARANJAL DO JARI,SPRF-AP,2026-01-01,,True
1135,CUNHA PORA,SPRF-SC,2026-01-01,,True
1136,PALMEIRA DAS MISSOES,SPRF-RS,2026-01-01,,True
1137,TOUROS,SPRF-RN,2026-01-01,,True
1138,BOM JESUS,SPRF-PI,2026-01-01,2026-06-26,False
1139,OLHO DAGUA DO PIAUI,SPRF-PI,2026-01-01,,True
1140,SANTA ROSA DO TOCANTINS,SPRF-TO,2026-01-01,,True
1141,CAMPESTRE DO MARANHAO,SPRF-MA,2026-01-01,,True
1142,MORADA NOVA,SPRF-CE,2026-01-01,,True
1143,NOVA LONDRINA,SPRF-PR,2026-01-01,,True
1144,NOVO HAMBURGO,SPRF-RS,2026-01-01,,True
1145,REBOUCAS,SPRF-PR,2026-01-01,,True
1146,RIANAPOLIS,SPRF-GO,2026-01-01,,True
1147,SACRAMENTO,SPRF-MG,2026-01-01,,True
1148,GUARANI DAS MISSOES,SPRF-RS,2026-01-01,,True
1149,CAETANOPOLIS,SPRF-MG,2026-01-01,,True
1150,CIDELANDIA,SPRF-MA,2026-01-01,,True
1151,IRAUCUBA,SPRF-CE,2026-01-01,,True
1152,BAEPENDI,SPRF-MG,2026-01-01,,True
1153,SAO JOAO DO MANHUACU,SPRF-MG,2026-01-01,,True
1154,SAO JOAO DA FRONTEIRA,SPRF-PI,2026-01-01,,True
1155,CARACARAI,SPRF-RR,2026-01-01,,True
1156,POUSO NOVO,SPRF-RS,2026-01-01,,True
1157,CACHOEIRA DE PAJEU,SPRF-MG,2026-01-01,2026-06-26,False
1158,MANOEL VITORINO,SPRF-BA,2026-01-01,,True
1159,SANTA LUZIA DO PARA,SPRF-PA,2026-01-01,,True
1160,ANGICAL DO PIAUI,SPRF-PI,2026-01-01,,True
1161,BARRO,SPRF-CE,2026-01-01,,True
1162,SAO MIGUEL DOS CAMPOS,SPRF-AL,2026-01-01,,True
1163,CALCOENE,SPRF-AP,2026-01-01,,True
1164,MARECHAL DEODORO,SPRF-AL,2026-01-01,,True
1165,MONTE CARMELO,SPRF-MG,2026-01-01,,True
1166,PATU,SPRF-RN,2026-01-01,,True
1167,TIO HUGO,SPRF-RS,2026-01-01,,True
1168,ALEM PARAIBA,SPRF-MG,2026-01-01,,True
1169,MURIBECA,SPRF-SE,2026-01-01,,True
1170,TARTARUGALZINHO,SPRF-AP,2026-01-01,,True
1171,LAGOA DO PIAUI,SPRF-PI,2026-01-01,,True
1172,MOEMA,SPRF-MG,2026-01-01,,True
1173,PRESIDENTE OLEGARIO,SPRF-MG,2026-01-01,,True
1174,FIGUEIROPOLIS,SPRF-TO,2026-01-01,,True
1175,SAO JOSE DO JACUIPE,SPRF-BA,2026-01-01,,True
1176,DAVINOPOLIS,SPRF-MA,2026-01-01,,True
1177,PEDRAS DE FOGO,SPRF-PB,2026-01-01,,True
1178,MAQUINE,SPRF-RS,2026-01-01,,True
1179,CURACA,SPRF-BA,2026-01-01,,True
1180,ARACOIABA,SPRF-CE,2026-01-01,,True
1181,MATEUS LEME,SPRF-MG,2026-01-01,,True
1182,CRISTAL,SPRF-RS,2026-01-01,,True
1183,SANTANA,SPRF-AP,2026-01-01,,True
1184,SANTA MARIA DA BOA VISTA,SPRF-PE,2026-01-01,,True
1185,RIBEIRA DO AMPARO,SPRF-BA,2026-01-01,,True
1186,GUIA LOPES DA LAGUNA,SPRF-MS,2026-01-01,,True
1187,DOURADINA,SPRF-MS,2026-01-01,,True
1188,PANAMA,SPRF-GO,2026-01-01,,True
1189,VERA,SPRF-MT,2026-01-01,,True
1190,MORROS,SPRF-MA,2026-01-01,,True
1191,RIBEIRA DO POMBAL,SPRF-BA,2026-01-01,,True
1192,RIO DAS OSTRAS,SPRF-RJ,2026-01-01,,True
1193,EUGENOPOLIS,SPRF-MG,2026-01-01,,True
1194,PINHEIRAL,SPRF-RJ,2026-01-01,,True
1195,VIRMOND,SPRF-PR,2026-01-01,,True
1196,ALCANTIL,SPRF-PB,2026-01-01,,True
1197,PATO BRANCO,SPRF-PR,2026-01-01,,True
1198,COLORADO DO OESTE,SPRF-RO,2026-01-01,,True
1199,CACHOEIRA DE PAJEU,SPRF-BA,2026-01-01,,True
1200,REALEZA,SPRF-PR,2026-01-01,,True
1201,CAPAO DO LEAO,SPRF-RS,2026-01-01,,True
1202,BUJARI,SPRF-AC,2026-01-01,,True
1203,JEREMOABO,SPRF-SE,2026-01-01,,True
1204,CANDEAL,SPRF-BA,2026-01-01,,True
1205,BOM RETIRO,SPRF-SC,2026-01-01,,True
1206,PLANURA,SPRF-MG,2026-01-01,,True
1207,OURO BRANCO,SPRF-AL,2026-01-01,,True
1208,LADARIO,SPRF-MS,2026-01-01,,True
1209,JAPERI,SPRF-RJ,2026-01-01,,True
1210,DESCANSO,SPRF-SC,2026-01-01,,True
1211,ASCURRA,SPRF-SC,2026-01-01,,True
1212,RIO NEGRINHO,SPRF-SC,2026-01-01,,True
1213,SANTIAGO,SPRF-RS,2026-01-01,,True
1214,CAIBI,SPRF-SC,2026-01-01,,True
1215,VALE DE SAO DOMINGOS,SPRF-MT,2026-01-01,,True
1216,ARATACA,SPRF-BA,2026-01-01,,True
1217,SANTA RITA DE CALDAS,SPRF-MG,2026-01-01,,True
1218,JAMPRUCA,SPRF-MG,2026-01-01,,True
1219,SANTANA DO LIVRAMENTO,SPRF-RS,2026-01-01,,True
1220,JERUMENHA,SPRF-PI,2026-01-01,,True
1221,ITABERAI,SPRF-GO,2026-01-01,,True
1222,SAO JOAO DOS PATOS,SPRF-PI,2026-01-01,,True
1223,SANTA FE DE GOIAS,SPRF-GO,2026-01-01,,True
1224,MINAS DO LEAO,SPRF-RS,2026-01-01,,True
1225,SAO SEBASTIAO DA BELA VISTA,SPRF-MG,2026-01-01,,True
1226,SAPEZAL,SPRF-MT,2026-01-01,,True
1227,DOIS IRMAOS DO BURITI,SPRF-MS,2026-01-01,,True
1228,CAPAO BONITO DO SUL,SPRF-RS,2026-01-01,,True
1229,NOVA PETROPOLIS,SPRF-RS,2026-01-01,,True
1230,CAIBATE,SPRF-RS,2026-01-01,,True
1231,BUERAREMA,SPRF-BA,2026-01-01,,True
1232,BOM JARDIM DE MINAS,SPRF-MG,2026-01-01,,True
1233,IPIAU,SPRF-BA,2026-01-01,,True
1234,FATIMA,SPRF-TO,2026-01-01,,True
1235,DOM PEDRITO,SPRF-RS,2026-01-01,,True
1236,SANTA HELENA DE GOIAS,SPRF-GO,2026-01-01,,True
1237,DIONISIO CERQUEIRA,SPRF-SC,2026-01-01,,True
1238,ITAITINGA,SPRF-CE,2026-01-01,,True
1239,PASTOS BONS,SPRF-MA,2026-01-01,,True
1240,SANTA MARIA DA VITORIA,SPRF-BA,2026-01-01,,True
1241,JENIPAPO DOS VIEIRAS,SPRF-MA,2026-01-01,,True
1242,ANDIRA,SPRF-PR,2026-01-01,,True
1243,CARPINA,SPRF-PE,2026-01-01,,True
1244,INGA,SPRF-PB,2026-01-01,,True
1245,BOM JESUS DAS SELVAS,SPRF-MA,2026-01-01,,True
1246,TRES DE MAIO,SPRF-RS,2026-01-01,,True
1247,NOVA SANTA HELENA,SPRF-MT,2026-01-01,,True
1248,CASTRO ALVES,SPRF-BA,2026-01-01,,True
1249,CANUTAMA,SPRF-AM,2026-01-01,,True
1250,CHAPADAO DO SUL,SPRF-MS,2026-01-01,,True
1251,JULIO DE CASTILHOS,SPRF-RS,2026-01-01,,True
1252,SIMAO PEREIRA,SPRF-MG,2026-01-01,,True
1253,NOVA ESPERANCA,SPRF-PR,2026-01-01,,True
1254,AGUA SANTA,SPRF-RS,2026-01-01,,True
1255,SANTO AMARO,SPRF-BA,2026-01-01,,True
1256,TURUCU,SPRF-RS,2026-01-01,,True
1257,CAMPO MAIOR,SPRF-PI,2026-01-01,,True
1258,NAZARE,SPRF-TO,2026-01-01,,True
1259,NOVO LINO,SPRF-AL,2026-01-01,,True
1260,LAGUNA,SPRF-SC,2026-01-01,,True
1261,IBIQUERA,SPRF-BA,2026-01-01,,True
1262,FLORANIA,SPRF-RN,2026-01-01,,True
1263,SAO JOAO DO JAGUARIBE,SPRF-CE,2026-01-01,,True
1264,VILA VELHA,SPRF-ES,2026-01-01,,True
1265,FLORIANOPOLIS,SPRF-SC,2026-01-01,2026-06-26,False
1266,UBAJARA,SPRF-CE,2026-01-01,,True
1267,JANDUIS,SPRF-RN,2026-01-01,,True
1268,TRES CACHOEIRAS,SPRF-RS,2026-01-01,,True
1269,MONSENHOR HIPOLITO,SPRF-PI,2026-01-01,,True
1270,CAMPOS ALTOS,SPRF-MG,2026-01-01,,True
1271,PARANA,SPRF-TO,2026-01-01,,True
1272,JAGUARUNA,SPRF-SC,2026-01-01,,True
1273,OLARIA,SPRF-MG,2026-01-01,,True
1274,ADRIANOPOLIS,SPRF-PR,2026-01-01,,True
1275,MANDAGUACU,SPRF-PR,2026-01-01,,True
1276,LIMA DUARTE,SPRF-MG,2026-01-01,,True
1277,QUEIMADOS,SPRF-RJ,2026-01-01,,True
1278,BARAO DE COCAIS,SPRF-MG,2026-01-01,,True
1279,CONDE,SPRF-PB,2026-01-01,,True
1280,CUPIRA,SPRF-PE,2026-01-01,,True
1281,SAO PEDRO DO SUL,SPRF-RS,2026-01-01,,True
1282,ALVORADA DOESTE,SPRF-RO,2026-01-01,,True
1283,SAO MIGUEL DO ARAGUAIA,SPRF-GO,2026-01-01,,True
1284,SAO MATEUS DO MARANHAO,SPRF-MA,2026-01-01,,True
1285,CORONEL BICACO,SPRF-RS,2026-01-01,,True
1286,CRISTALANDIA DO PIAUI,SPRF-PI,2026-01-01,,True
1287,PRESIDENTE VARGAS,SPRF-MA,2026-01-01,,True
1288,ILHEUS,SPRF-BA,2026-01-01,,True
1289,UBARANA,SPRF-SP,2026-01-01,,True
1290,RIO BRILHANTE,SPRF-MS,2026-01-01,,True
1291,PETROLANDIA,SPRF-PE,2026-01-01,,True
1292,MACAPA,SPRF-AP,2026-01-01,,True
1293,AMAJARI,SPRF-RR,2026-01-01,,True
1294,MACAU,SPRF-RN,2026-01-01,,True
1295,EWBANK DA CAMARA,SPRF-MG,2026-01-01,,True
1296,ESTRELA DE ALAGOAS,SPRF-AL,2026-01-01,,True
1297,FOZ DO JORDAO,SPRF-PR,2026-01-01,,True
1298,IPAMERI,SPRF-DF,2026-01-01,2026-06-26,False
1299,SANTO ANTONIO DO GRAMA,SPRF-MG,2026-01-01,,True
1300,BUTIA,SPRF-RS,2026-01-01,,True
1301,SANTA ROSA DO SUL,SPRF-SC,2026-01-01,,True
1302,CALDAS BRANDAO,SPRF-PB,2026-01-01,,True
1303,SANHARO,SPRF-PE,2026-01-01,,True
1304,SALDANHA MARINHO,SPRF-RS,2026-01-01,,True
1305,CAMPO FLORIDO,SPRF-MG,2026-01-01,,True
1306,GUARAQUECABA,SPRF-PR,2026-01-01,,True
1307,LUIS CORREIA,SPRF-PI,2026-01-01,,True
1308,ITAARA,SPRF-RS,2026-01-01,,True
1309,PEDRA BRANCA,SPRF-CE,2026-01-01,,True
1310,SERRA NEGRA DO NORTE,SPRF-RN,2026-01-01,,True
1311,CAEM,SPRF-BA,2026-01-01,,True
1312,CANAS,SPRF-SP,2026-01-01,,True
1313,ESTEIO,SPRF-RS,2026-01-01,,True
1314,LAJES PINTADAS,SPRF-RN,2026-01-01,,True
1315,SANTA BRIGIDA,SPRF-BA,2026-01-01,,True
1316,ALTO SANTO,SPRF-CE,2026-01-01,,True
1317,IJUI,SPRF-RS,2026-01-01,,True
1318,AGUIARNOPOLIS,SPRF-TO,2026-01-01,,True
1319,SOMBRIO,SPRF-SC,2026-01-01,,True
1320,ROSARIO DO CATETE,SPRF-SE,2026-01-01,,True
1321,MIRASSOL,SPRF-SP,2026-01-01,,True
1322,SANTANA DO IPANEMA,SPRF-AL,2026-01-01,,True
1323,SANTA ROSA DA SERRA,SPRF-MG,2026-01-01,,True
1324,MONTEIRO,SPRF-PB,2026-01-01,,True
1325,SANTA LUZIA DO ITANHY,SPRF-SE,2026-01-01,,True
1326,CAPANEMA,SPRF-PR,2026-01-01,,True
1327,AURORA DO PARA,SPRF-PA,2026-01-01,,True
1328,FLORESTAL,SPRF-MG,2026-01-01,,True
1329,PUGMIL,SPRF-TO,2026-01-01,,True
1330,JACOBINA,SPRF-BA,2026-01-01,,True
1331,PAU DOS FERROS,SPRF-RN,2026-01-01,,True
1332,IBIPORA,SPRF-PR,2026-01-01,,True
1333,JATOBA,SPRF-BA,2026-01-01,,True
1334,GOVERNADOR NUNES FREIRE,SPRF-MA,2026-01-01,,True
1335,CRISTOPOLIS,SPRF-BA,2026-01-01,,True
1336,ARAGARCAS,SPRF-GO,2026-01-01,,True
1337,PRIMEIRA CRUZ,SPRF-MA,2026-01-01,,True
1338,BARAO,SPRF-RS,2026-01-01,,True
1339,CARDOSO MOREIRA,SPRF-RJ,2026-01-01,,True
1340,GURINHEM,SPRF-PB,2026-01-01,,True
1341,TENENTE LAURENTINO CRUZ,SPRF-RN,2026-01-01,,True
1342,CARAUBAS DO PIAUI,SPRF-PI,2026-01-01,,True
1343,NOVA LACERDA,SPRF-MT,2026-01-01,,True
1344,SANTA MARGARIDA DO SUL,SPRF-RS,2026-01-01,,True
1345,ALEXANIA,SPRF-GO,2026-01-01,,True
1346,TALISMA,SPRF-TO,2026-01-01,,True
1347,ESTREITO,SPRF-MA,2026-01-01,,True
1348,ALPERCATA,SPRF-MG,2026-01-01,,True
1349,IGARAPE-ACU,SPRF-PA,2026-01-01,,True
1350,VILA BOA,SPRF-DF,2026-01-01,,True
1351,CONDADO,SPRF-PB,2026-01-01,,True
1352,VICENTINA,SPRF-MS,2026-01-01,,True
1353,MALTA,SPRF-PB,2026-01-01,,True
1354,EXTREMOZ,SPRF-RN,2026-01-01,,True
1355,COLONIA DO GURGUEIA,SPRF-PI,2026-01-01,,True
1356,CRUZEIRO DO SUL,SPRF-AC,2026-01-01,,True
1357,CANDIOTA,SPRF-RS,2026-01-01,,True
1358,BALNEARIO BARRA DO SUL,SPRF-SC,2026-01-01,,True
1359,UNIAO DOS PALMARES,SPRF-AL,2026-01-01,,True
1360,VENTUROSA,SPRF-PE,2026-01-01,,True
1361,SAO JOSE DO CERRITO,SPRF-SC,2026-01-01,,True
1362,VARGEAO,SPRF-SC,2026-01-01,,True
1363,URUARA,SPRF-PA,2026-01-01,,True
1364,PRACUUBA,SPRF-AP,2026-01-01,,True
1365,GAVIAO,SPRF-BA,2026-01-01,,True
1366,PEIXE-BOI,SPRF-PA,2026-01-01,,True
1367,JATAIZINHO,SPRF-PR,2026-01-01,,True
1368,ITAPORANGA,SPRF-PB,2026-01-01,,True
1369,MARIZOPOLIS,SPRF-PB,2026-01-01,,True
1370,SANTO CRISTO,SPRF-RS,2026-01-01,,True
1371,PEJUCARA,SPRF-RS,2026-01-01,,True
1372,CAJAZEIRAS,SPRF-PB,2026-01-01,,True
1373,MASSARANDUBA,SPRF-PB,2026-01-01,,True
1374,AREIA BRANCA,SPRF-RN,2026-01-01,,True
1375,ITAU,SPRF-RN,2026-01-01,,True
1376,CEDRO DE SAO JOAO,SPRF-SE,2026-01-01,,True
1377,RAFAEL FERNANDES,SPRF-RN,2026-01-01,,True
1378,ACRELANDIA,SPRF-AC,2026-01-01,,True
1379,ROSARIO,SPRF-MA,2026-01-01,,True
1380,ARAMBARE,SPRF-RS,2026-01-01,,True
1381,PAULISTANA,SPRF-PI,2026-01-01,,True
1382,SERITINGA,SPRF-MG,2026-01-01,,True
1383,MAMANGUAPE,SPRF-PB,2026-01-01,,True
1384,TANGARA,SPRF-RN,2026-01-01,,True
1385,SAO JOAO DO RIO DO PEIXE,SPRF-PB,2026-01-01,,True
1386,JAGUARAO,SPRF-RS,2026-01-01,,True
1387,CERRO LARGO,SPRF-RS,2026-01-01,,True
1388,CAXAMBU,SPRF-MG,2026-01-01,,True
1389,UAUA,SPRF-BA,2026-01-01,,True
1390,PATROCINIO DO MURIAE,SPRF-MG,2026-01-01,,True
1391,BARAO DE COTEGIPE,SPRF-RS,2026-01-01,,True
1392,CACAULANDIA,SPRF-RO,2026-01-01,,True
1393,PALMEIRA DOS INDIOS,SPRF-AL,2026-01-01,,True
1394,NAZARE DA MATA,SPRF-PE,2026-01-01,,True
1395,CONCEICAO DE MACABU,SPRF-RJ,2026-01-01,,True
1396,LAGOA SECA,SPRF-PB,2026-01-01,,True
1397,SAO JOAO,SPRF-PE,2026-01-01,,True
1398,DOIS IRMAOS,SPRF-RS,2026-01-01,,True
1399,FRANCISCO SANTOS,SPRF-PI,2026-01-01,,True
1400,SAO FERNANDO,SPRF-RN,2026-01-01,,True
1401,SAO LUIZ GONZAGA,SPRF-RS,2026-01-01,,True
1402,ALHANDRA,SPRF-PB,2026-01-01,,True
1403,FORMIGUEIRO,SPRF-RS,2026-01-01,,True
1404,PATOS,SPRF-PB,2026-01-01,,True
1405,NAQUE,SPRF-MG,2026-01-01,,True
